row_name,consistency_model,consistency_cite,versioning,versioning_cite,tombstoning,tombstoning_cite,schema_evolution,schema_evolution_cite,namespace,namespace_cite,contradiction,contradiction_cite,forgetting,forgetting_cite
Intercom Fin,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://fin.ai,not specified - vendor docs do not address this dimension,taxonomy/tags.json
Interloom,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json
Inworld AI,not specified - vendor docs do not address this dimension,taxonomy/tags.json,snapshots,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,https://inworld.ai,consolidation/summarization,taxonomy/tags.json
Iris.ai,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always append (no resolution),https://iris.ai/,not specified - vendor docs do not address this dimension,taxonomy/tags.json
IterResearch,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,https://arxiv.org/abs/2511.07327,TTL-based,inferred from primary tags (storage/update/governance)
JARVIS-1,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,no data,not specified - paper does not address this dimension,taxonomy/tags.json
JEPA Six-Module World Model (informal),"not applicable - theoretical concept, no implementation",taxonomy/tags.json,"not applicable - theoretical concept, no implementation",taxonomy/tags.json,"not applicable - theoretical concept, no implementation",taxonomy/tags.json,"not applicable - theoretical concept, no implementation",taxonomy/tags.json,"not applicable - theoretical concept, no implementation",taxonomy/tags.json,"not applicable - theoretical concept, no implementation",taxonomy/tags.json,"not applicable - theoretical concept, no implementation",taxonomy/tags.json
Jamba (AI21 Labs),strong,inferred from primary tags (storage/update/governance),none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),LRU eviction,inferred from primary tags (storage/update/governance)
K Health,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,soft-delete only,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json
KAG,not specified - paper does not address this dimension,taxonomy/tags.json,none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,N/A,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance)
Khanmigo,not specified - vendor docs do not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,append-only no delete,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json,always append (no resolution),https://www.khanmigo.ai/,none (permanent),inferred from primary tags (storage/update/governance)
Knowledge Graph Tuning,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,hard-delete supported,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,https://arxiv.org/abs/2405.19686,user-controlled forget,inferred from primary tags (storage/update/governance)
Krutrim Kruti (Ola),not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,https://ai-labs.olakrutrim.com/,not specified - vendor docs do not address this dimension,taxonomy/tags.json
Kuzu,not specified - vendor docs do not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://kuzudb.github.io,none (permanent),inferred from primary tags (storage/update/governance)
