row_name,api_surface,api_surface_cite,latency,latency_cite,throughput,throughput_cite,backend_storage,backend_storage_cite,multi_tenancy,multi_tenancy_cite,encryption,encryption_cite,sso_rbac,sso_rbac_cite,embedding_model,embedding_model_cite
IBM Meta-Tokens,no data — searched not found,https://www.google.com/search?q=IBM%20Meta-Tokens%20documentation%20API,no data — searched not found,https://www.google.com/search?q=IBM%20Meta-Tokens%20documentation%20API,no data — searched not found,https://www.google.com/search?q=IBM%20Meta-Tokens%20documentation%20API,no data — searched not found,https://www.google.com/search?q=IBM%20Meta-Tokens%20documentation%20API,no data — searched not found,https://www.google.com/search?q=IBM%20Meta-Tokens%20documentation%20API,no data — searched not found,https://www.google.com/search?q=IBM%20Meta-Tokens%20documentation%20API,no data — searched not found,https://www.google.com/search?q=IBM%20Meta-Tokens%20documentation%20API,no data — searched not found,https://www.google.com/search?q=IBM%20Meta-Tokens%20documentation%20API
ICLR 2026 MemAgents Workshop,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",
ITER-RETGEN,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,
ImplicitMemBench,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",
Inducing Programmatic Skills,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,
Infini-attention,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,
InfiniteBench (∞Bench),"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",,"not applicable — eval dataset, not a system",
Inngest AgentKit — Network State,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,
Intercom Fin,no data — searched not found,https://www.google.com/search?q=Intercom%20Fin%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Intercom%20Fin%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Intercom%20Fin%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Intercom%20Fin%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Intercom%20Fin%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Intercom%20Fin%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Intercom%20Fin%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Intercom%20Fin%20documentation%20API
Interloom,no data — searched not found,https://www.google.com/search?q=Interloom%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Interloom%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Interloom%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Interloom%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Interloom%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Interloom%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Interloom%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Interloom%20documentation%20API
Inworld AI,no data — searched not found,https://www.google.com/search?q=Inworld%20AI%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Inworld%20AI%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Inworld%20AI%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Inworld%20AI%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Inworld%20AI%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Inworld%20AI%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Inworld%20AI%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Inworld%20AI%20documentation%20API
Iris.ai,no data — searched not found,https://www.google.com/search?q=Iris.ai%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Iris.ai%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Iris.ai%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Iris.ai%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Iris.ai%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Iris.ai%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Iris.ai%20documentation%20API,no data — searched not found,https://www.google.com/search?q=Iris.ai%20documentation%20API
IterResearch,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,
JARVIS-1,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,,not applicable — research paper,
JEPA Six-Module World Model (informal),not applicable — theoretical / not a system,,not applicable — theoretical / not a system,,not applicable — theoretical / not a system,,not applicable — theoretical / not a system,,not applicable — theoretical / not a system,,not applicable — theoretical / not a system,,not applicable — theoretical / not a system,,not applicable — theoretical / not a system,
